title,subject,interal_id,url,id_number,description
National income and price determination,AP®︎ Macroeconomics,xe2022996362d6ff5,https://www.khanacademy.org/economics-finance-domain/ap-macroeconomics/national-income-and-price-determinations,national-income-and-price-determinations,In this unit  you'll learn how the aggregate supply and aggregate demand model helps explain the determination of equilibrium national output and the general price level  as well as to analyze and evaluate the effects of fiscal policy. You'll also learn about the impact of economic fluctuations on the economy’s output and price level  both in the short run and in the long run.
Financial sector,AP®︎ Macroeconomics,x777cc67365876328,https://www.khanacademy.org/economics-finance-domain/ap-macroeconomics/ap-financial-sector,ap-financial-sector,In this unit  you'll learn about the financial sector and monetary policy.  By knowing the definition of money and other financial assets  you'll be able to explore how the money market and the loanable funds market determine equilibrium nominal and real interest rates.  Want to know more about central banks’ monetary policies and the effects of monetary policy actions? Explore this unit to find out!
Long-run consequences of stabilization policies,AP®︎ Macroeconomics,xc877e52029d8e7ab,https://www.khanacademy.org/economics-finance-domain/ap-macroeconomics/ap-long-run-consequences-of-stabilization-policies,ap-long-run-consequences-of-stabilization-policies,In this unit  you'll build on your understanding of the effects of fiscal and monetary policy actions and to examine the concept of long-run economic growth.  Topics include short-run and long-run Phillips curves  the quantity theory of money  and crowding out.
Open economy international trade and finance,AP®︎ Macroeconomics,xa2bb98742072bce7,https://www.khanacademy.org/economics-finance-domain/ap-macroeconomics/ap-open-economy-international-trade-and-finance,ap-open-economy-international-trade-and-finance,In this unit  you'll learn about open economies   how a country’s transactions with the rest of the world are recorded in the balance of payments accounts  how market forces and public policy affect the foreign exchange market  and how changes in net exports and financial capital flows affect financial and goods markets.
AP®︎ Macroeconomics Standards mappings,AP®︎ Macroeconomics,x9d575845d3547138,https://www.khanacademy.org/economics-finance-domain/ap-macroeconomics/ap-macroeconomics-standards-mappings,ap-macroeconomics-standards-mappings,Dig into the world of AP®︎ Macroeconomics and find out how our free course material aligns with the standards set by the College Board
Resources and exam preparation,AP®︎ Macroeconomics,xd49b794cca86a9ac,https://www.khanacademy.org/economics-finance-domain/ap-macroeconomics/ap-macro-resources-and-exam-preparation,ap-macro-resources-and-exam-preparation,
Basic economics concepts,Macroeconomics,x58d5b29fe8fb108f,https://www.khanacademy.org/economics-finance-domain/macroeconomics/macro-basic-economics-concepts,macro-basic-economics-concepts,In this unit  you'll learn fundamental economic concepts like scarcity  opportunity cost  and supply and demand.  You will learn things like the distinction between absolute and comparative advantage  how to identify comparative advantage from differences in opportunity costs  and how to apply the principle of comparative advantage to determine the basis on which mutually advantageous trade can take place between individuals and/or countries.
Economic indicators and the business cycle,Macroeconomics,xc45f1e779c7529af,https://www.khanacademy.org/economics-finance-domain/macroeconomics/macro-economic-indicators-and-the-business-cycle,macro-economic-indicators-and-the-business-cycle,In this unit  you'll learn to identify and examine key measures of economic performance: gross domestic product  unemployment  and inflation. The concept of the business cycle also gives you an overview of economic fluctuations in the short run.
National income and price determination,Macroeconomics,x3671e700a8e7b8b2,https://www.khanacademy.org/economics-finance-domain/macroeconomics/aggregate-supply-demand-topic,aggregate-supply-demand-topic,In this unit  you'll learn how the aggregate supply and aggregate demand model helps explain the determination of equilibrium national output and the general price level  as well as to analyze and evaluate the effects of fiscal policy. You'll also learn about the impact of economic fluctuations on the economy’s output and price level  both in the short run and in the long run.
Financial sector,Macroeconomics,x090f32f320c66bc7,https://www.khanacademy.org/economics-finance-domain/macroeconomics/monetary-system-topic,monetary-system-topic,In this unit  you'll learn about the financial sector and monetary policy.  By knowing the definition of money and other financial assets  you'll be able to explore how the money market and the loanable funds market determine equilibrium nominal and real interest rates.  Want to know more about central banks’ monetary policies and the effects of monetary policy actions? Explore this unit to find out!
Long-run consequences of stabilization policies,Macroeconomics,x6dee424b4aba0b64,https://www.khanacademy.org/economics-finance-domain/macroeconomics/macro-long-run-consequences-of-stabilization-policies,macro-long-run-consequences-of-stabilization-policies,In this unit  you'll build on your understanding of the effects of fiscal and monetary policy actions and to examine the concept of long-run economic growth.  Topics include short-run and long-run Phillips curves  the quantity theory of money  and crowding out.
Open economy international trade and finance,Macroeconomics,x42f7542bbd11e10a,https://www.khanacademy.org/economics-finance-domain/macroeconomics/forex-trade-topic,forex-trade-topic,In this unit  you'll learn about open economies   how a country’s transactions with the rest of the world are recorded in the balance of payments accounts  how market forces and public policy affect the foreign exchange market  and how changes in net exports and financial capital flows affect financial and goods markets.
Keynesian approaches and IS-LM,Macroeconomics,x4a88844b51d00428,https://www.khanacademy.org/economics-finance-domain/macroeconomics/income-and-expenditure-topic,income-and-expenditure-topic,The global Great Depression of the late 1920s and 1930s rocked the entire discipline of economics. This lead to a fundamental rethinking of some of the fundamental assumptions made about markets and price adjustments up to that point. In this unit  we explore one of the intellectual developments from this era that reshaped how many economists think about national income determination.
Contemporary macroeconomic issues,Macroeconomics,x393c7f6ae7804f59,https://www.khanacademy.org/economics-finance-domain/macroeconomics/macroeconomics-income-inequality,macroeconomics-income-inequality,Explore the causes and consequences of income inequality in this unit.
Basic Economic Concepts,AP®︎ Microeconomics,xa204bd566d459933,https://www.khanacademy.org/economics-finance-domain/ap-microeconomics/basic-economic-concepts,basic-economic-concepts,In any economy  the existence of limited resources along with unlimited wants results in the need to make choices. In this unit  we introduce concepts of opportunity costs and trade-offs  and illustrate these concepts by using the production possibilities curve. We then consider how different types of economies determine which goods and services to produce  how to produce them  and to whom to distribute them. This unit also covers why and how specialization and exchange increase the total output of goods and services  with a discussion of absolute and comparative advantage. Finally  we touch on the importance of property rights  the role of incentives in the functioning of free markets  and the principle of marginal analysis.
Supply and Demand,AP®︎ Microeconomics,xbe64d9dfe8579203,https://www.khanacademy.org/economics-finance-domain/ap-microeconomics/unit-2-supply-and-demnd,unit-2-supply-and-demnd,This unit begins the study of product markets: the markets for the goods and services produced. In this unit  you will begins the study of product markets  focusing on the supply and demand model.  Students will be introduced to the determinants of demand and supply  market equilibrium  and how changes in equilibrium occur when supply and demand change. Then  build on the supply and demand model to deepen your economics toolkit with the concepts of elasticity  consumer and producer surplus  and the impact of government policies.
Production cost and the perfect competition model,AP®︎ Microeconomics,xa99ad0413d4cfba1,https://www.khanacademy.org/economics-finance-domain/ap-microeconomics/production-cost-and-the-perfect-competition-model-temporary,production-cost-and-the-perfect-competition-model-temporary,This unit covers production and cost analysis and the behavior of firms in perfect competition. Topics include an introdduction to the short-run production function  diminishing marginal returns  the link between productivity and costs  the relationships that exist among cost curves  long-run costs  economies and diseconomies of scale  profit maximization  and the behavior of firms in perfectly competitive markets in the short run and the long run.
Imperfect competition,AP®︎ Microeconomics,xd5cef5bcdcc958e4,https://www.khanacademy.org/economics-finance-domain/ap-microeconomics/imperfect-competition,imperfect-competition,This unit introduces students to imperfectly competitive market structures: monopoly  monopolistic competition  and oligopoly. Topics include firm behavior and efficiency in imperfectly competitive settings and game theory.
Factor markets,AP®︎ Microeconomics,xf1185ef5c31cfeb3,https://www.khanacademy.org/economics-finance-domain/ap-microeconomics/factor-markets,factor-markets,In this unit  we apply the concepts of supply and demand to markets for factors such as labor  capital  and land. We analyze the concept of derived demand  understand how a factor’s marginal product and the marginal revenue product affect the demand for the factor  and consider the role of factor prices in the allocation of scarce resources.  By studying the determination of factor prices  we gain an understanding of how the market determines the distribution of income and the sources of income inequality in a market economy.
Market failure and the role of government,AP®︎ Microeconomics,xb2699e525562de13,https://www.khanacademy.org/economics-finance-domain/ap-microeconomics/ap-consumer-producer-surplus,ap-consumer-producer-surplus,In this unit  we start exploring the arguments for and against government intervention in an otherwise competitive market. We examine the conditions for allocative efficiency  using the marginal social benefit and marginal social cost principle  and the ways in which externalities  public goods  and the market distribution of income create market failures even in competitive free-market economies. In addition  we study the effectiveness of government policies such as subsidies  taxes  quantity controls  and public provision of goods and services  which are designed to correct market failures and achieve allocative efficiency.
AP®︎ Microeconomics Standards mappings,AP®︎ Microeconomics,x7182cc1437270741,https://www.khanacademy.org/economics-finance-domain/ap-microeconomics/ap-microeconomics-standards-mappings,ap-microeconomics-standards-mappings,Dig into the world of AP®︎ Microeconomics and find out how our free course material aligns with the standards set by the College Board.
Basic economic concepts,Microeconomics,x476ae430a4b7a3db,https://www.khanacademy.org/economics-finance-domain/microeconomics/basic-economic-concepts-gen-micro,basic-economic-concepts-gen-micro,In this unit  we introduce the economic way of thinking and some of the foundational concepts of economics: scarcity  tradeoffs  and comparative advantage.
Supply demand and market equilibrium,Microeconomics,x65e6dce0,https://www.khanacademy.org/economics-finance-domain/microeconomics/supply-demand-equilibrium,supply-demand-equilibrium,In this unit we explore markets  which is any interaction between buyers and sellers. We start by deriving the demand curve and describe the characteristics of demand. Next  we describe the characteristics of supply. Finally  we explore what happens when demand and supply interact  and what happens when market conditions change.
Elasticity,Microeconomics,x5ff8038a,https://www.khanacademy.org/economics-finance-domain/microeconomics/elasticity-tutorial,elasticity-tutorial,Price elasticity of demand and supply.  How sensitive are things to change in price?
Consumer and producer surplus market interventions and international trade,Microeconomics,x9446d66b,https://www.khanacademy.org/economics-finance-domain/microeconomics/consumer-producer-surplus,consumer-producer-surplus,
Consumer theory,Microeconomics,x7d52cd8b,https://www.khanacademy.org/economics-finance-domain/microeconomics/choices-opp-cost-tutorial,choices-opp-cost-tutorial,How do you decide what to produce or trade?  How can you maximize happiness in a world of scarcity.  What are you giving up when you choose something (i.e.  opportunity cost)?
Production decisions and economic profit,Microeconomics,x6eb7f0af,https://www.khanacademy.org/economics-finance-domain/microeconomics/firm-economic-profit,firm-economic-profit,Economic profit vs. accounting profit.  Average total cost (ATC) and marginal cost (MC).  Marginal product of labor (MPL).  Price discrimination.
Forms of competition,Microeconomics,x4e921a04,https://www.khanacademy.org/economics-finance-domain/microeconomics/perfect-competition-topic,perfect-competition-topic,
Factor markets,Microeconomics,xb5cf69bf9f7f8a89,https://www.khanacademy.org/economics-finance-domain/microeconomics/micro-factor-markets,micro-factor-markets,In this unit  we apply the concepts of supply and demand to markets for factors such as labor  capital  and land. We analyze the concept of derived demand  understand how a factor’s marginal product and the marginal revenue product affect the demand for the factor  and consider the role of factor prices in the allocation of scarce resources.  By studying the determination of factor prices  we gain an understanding of how the market determines the distribution of income and the sources of income inequality in a market economy.
Market failure and the role of government,Microeconomics,x90d3ea477bbf1129,https://www.khanacademy.org/economics-finance-domain/microeconomics/market-failure-and-the-role-of-government,market-failure-and-the-role-of-government,In this unit  we start exploring the arguments for and against government intervention in an otherwise competitive market. We examine the conditions for allocative efficiency  using the marginal social benefit and marginal social cost principle  and the ways in which externalities  public goods  and the market distribution of income create market failures even in competitive free-market economies. In addition  we study the effectiveness of government policies such as subsidies  taxes  quantity controls  and public provision of goods and services  which are designed to correct market failures and achieve allocative efficiency.
Interest and debt,Finance and capital markets,xb9498306,https://www.khanacademy.org/economics-finance-domain/core-finance/interest-tutorial,interest-tutorial,
Housing,Finance and capital markets,x1f4c64fb,https://www.khanacademy.org/economics-finance-domain/core-finance/housing,housing,For many people  the most significant financial investment they will make in their lifetime is housing. In this unit  we explore aspects of finance that relate to buying a home  comparing renting vs. buying  and the process of obtaining and paying off a mortgage.
Inflation,Finance and capital markets,xc29ba30c,https://www.khanacademy.org/economics-finance-domain/core-finance/inflation-tutorial,inflation-tutorial,
Taxes,Finance and capital markets,x3fcefa26,https://www.khanacademy.org/economics-finance-domain/core-finance/taxes-topic,taxes-topic,
Accounting and financial statements,Finance and capital markets,xc788cc9a,https://www.khanacademy.org/economics-finance-domain/core-finance/accounting-and-financial-stateme,accounting-and-financial-stateme,
Stocks and bonds,Finance and capital markets,xf81b84d6,https://www.khanacademy.org/economics-finance-domain/core-finance/stock-and-bonds,stock-and-bonds,
Investment vehicles insurance and retirement,Finance and capital markets,x7568a183,https://www.khanacademy.org/economics-finance-domain/core-finance/investment-vehicles-tutorial,investment-vehicles-tutorial,Let your money travel through time! Investment vehicles let you spend money now to get more money later (they usually have nothing to do with cars). Insurance is a way of spending money now to protect against future losses.
Money banking and central banks,Finance and capital markets,xc1e8c32f,https://www.khanacademy.org/economics-finance-domain/core-finance/money-and-banking,money-and-banking,
Options swaps futures MBSs CDOs and other derivatives,Finance and capital markets,xcbcda7d7,https://www.khanacademy.org/economics-finance-domain/core-finance/derivative-securities,derivative-securities,
Current economics,Finance and capital markets,x8c96df53,https://www.khanacademy.org/economics-finance-domain/core-finance/current-economics,current-economics,Discussions of current events and how they relate to economic topics.
